link,name,rating,category,price,promotion_infor,introduction,short_description,specification
https://cellphones.com.vn/iphone-se-2020-256gb.html, iPhone SE 2020 256GB chính hãng VN/A,0 ,Home/ Điện thoại/ Apple/ iPhone SE 2020,,,Apple iPhone SE2 256GB chính hãng dự kiến được Apple ra mắt vào tháng 4/2020. Cập nhật thông tin mới nhất về điện thoại Apple iPhone Se2 256GB tại đây,,
https://cellphones.com.vn/phu-kien/camera/hanh-trinh.html,,,Home/ Phụ kiện/ Camera,,,"Mua ngay Camera hành trình chính hãng GoPro, Xiaomi, DJI GIÁ RẺ NHẤT, khuyến mãi hấp dẫn, chất lượng 4K, chống rung cực tốt, bảo hành 12 tháng, giao hàng nhanh chóng.",,
https://cellphones.com.vn/mobile/realme.html,,,Home/ Điện thoại,,,"Mua điện thoại Realme giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày miễn phí, hỗ trợ trả góp 0%. Mua ngay đt Realme mới nhất tại đây.",,
https://cellphones.com.vn/mobile/apple/iphone-x.html,,,Home/ Điện thoại/ Apple,,,"Mua điện thoại iPhone X (iPhone 10), iPhone XR chính hãng VN/A, giảm hơn 3 triệu, trả góp 0%, thu cũ lên đời đt iPhone X, XR mới giá tốt nhất.",,
https://cellphones.com.vn/samsung-galaxy-a20s-4gb-64gb.html,Samsung Galaxy A20s 64GB,0 ,Home/ Điện thoại,,,"Mua Samsung A20s 64GB chính hãng, giá ưu đãi, nhiều khuyến mãi, giảm tới 5% khi thanh toán qua VNPAY-QR, 1 đổi 1 trong 30 ngày, mua trả góp 0%, bảo hành 12 tháng. Galaxy A20s được trang bị màn hình giọt nước, chip Exynos 7884, cụm camera kép được nâng cấp",,
https://cellphones.com.vn/mobile/hang-khac.html?p=2,,,Home/ Điện thoại,,,Mua Điện Thoại Di Động Thông Minh Các Dòng Tầm Trung Giá Rẻ. Cam Kết Hàng Chính Hãng. Bảo Hành 12 Tháng. 1 Đổi 1 Trong 30 Ngày. Thu Cũ Đổi Mới. Trả Góp 0%. Cùng Nhiều Chương Trình Khuyến Mãi Khủng,,
https://cellphones.com.vn/tragop?p=iphone-se-2020-256gb&m=company,,,,,,"Mua trả góp  iPhone SE 2020 256GB chính hãng VN/A thủ tục nhanh chóng, duyệt hồ sơ online, không chứng minh tài chính, lãi suất thấp. Được hỗ trợ bởi các công ty tài chính uy tín",,
https://cellphones.com.vn/apple-iphone-8-64-gb-chinh-hang-vn.html,Apple iPhone 8 64GB Chính hãng,0 ,Home/ Điện thoại/ Apple/ iPhone 8 | 8 Plus,,,"Mua điện thoại iPhone 8 64GB chính hãng VN/A, chất lượng, trả góp 0%, bảo hành 12 tháng. iPhone 8 64GB chống trầy xước tốt, màn hình hiển thị sắc nét",,"Apple đã nâng cấp cho dòng iPhone cao cấp của mình bằng bộ đôi iPhone 8/ 8 Plus tại sự kiện giới thiệu iPhone mới gây được khá nhiều sự chú ý. Với các nâng cấp nhẹ về mặt cấu hình và thiết kế thì iPhone 8 64GB chính hãng VN/A xứng danh là chiếc điện thoại flagship đáng để sở hữu nhất.Lý do để người dùng lựa chọn chiếc iPhone 8 64GB chính hãng VN/A vì đây là chiếc điện thoại có giá thành hợp lý và chất lượng đảm bảo. Đây là sản phẩm hàng chính hãng được Apple sản xuất cho thị trường Việt Nam, do đại lý Apple được ủy quyền tại Việt Nam phân phối. Chất lượng hàng hóa của iPhone 8 64GB chính hãng VN/A được đảm bảo theo đúng tiêu chuẩn nhà sản xuất. Đặc biệt, tại hệ thống CellphoneS có dịch vụ đổi mới 30 ngày sau khi mua sản phẩm, bảo hiểm 1 năm hoặc hơn tại các trung tâm bảo hành ủy quyền.Ngoài ra, với bộ nhớ trong 64GB vừa đủ dùng, iPhone 8 64GB VN/A hứa hẹn sẽ đem đến cho người dùng khả năng lưu trữ dung lượng thoải mái, từ hình ảnh, tài liệu, các phần mềm tiện ích,... đều có thể dễ dàng lưu giữ trong chiếc điện thoại, đáp ứng mọi nhu cầu của người dùng.iPhone 8 chính hãng là một chiếc máy đơn giản nhưng vẫn hài hoà trong từng đường nét. Khung kim loại cứng cáp, mặt lưng kính bóng bẩy cùng các góc bo cong mềm mại, một thiết kế không nổi bật nhưng dễ dàng thao tác.Do chuyển sang sử dụng chất liệu kính, iPhone 8 64GB sẽ ngăn chặn được vấn đề trầy xước do va chạm nhẹ. Thiết kế mới của iPhone 8 64GB đem lại cảm giác cầm nắm tốt hơn, đem lạ trải nghiệm khá tốt so với các phiên bản iPhone trước đây.Với kích thước 4.7 inch có thể gọi là bé nhỏ nhất trong năm 2017 này, cùng độ phân giải HD Apple đã biến màn hình trên iPhone 8 thành một thứ bất diệt. Độ sáng khi hiển thị ngoài trời cao, màu sắc trung thực, góc nhìn gần như tuyệt đối, tương phản tốt cùng độ chi tiết vừa đủ chuẩn.Với công nghệ màn hình True Tone, iPhone 8 64Gb sẽ ít phản chiếu ánh sáng hơn, do đó màu sắc mà người dùng thấy trên màn hình sẽ gần chính xác nhất với thực tế. Việc chặn phản chiếu ánh sáng này rất quan trọng để làm cho người dùng có thể đọc chữ được nếu bạn ở ngoài trời.Sở hữu dòng chip mới nhất Apple A11 Bionic 6 nhân, trong đó 2 nhân có khả năng xử lý nhanh hơn 25%, 4 nhân còn lại có tốc độ nhanh hơn 70% so với dòng chip A10. Ngoài ra chip GPU đồ họa mới giúp tốc độ xử lý hình ảnh tăng 30% so với các dòng điện thoại trước đó.Sức mạnh của con chip này sẽ khiến bạn kinh ngạc, kết quả thử nghiệm bằng Geekbench cho thấy iPhone 8 64Gb chính hãng thổi bay mọi thiết bị iOS khác của Apple. Sức mạnh ấn tượng này giúp iPhone 8 có thể xử lý khi quay video 4K và các ứng dụng thực tế tăng cường AR mới.Phiên bản iPhone 8 64Gb mang lại cho không gian trải nghiệm và lưu trữ khá thoải mái và giá thành lại không quá cao. Vì không phải ai cũng muốn dùng đám mây để cứu cánh cho bộ nhớ thấp nên nếu bạn có nhu cầu cao hơn về: nghe nhạc, xem phim, chơi game, … thì iPhone 8 64Gb chính hãng là lựa chọn rất tốt.Khi bạn chọn 256 GB thì hơi thừa nếu bạn không mấy khi quay video 4K. Một bộ phim trên iTunes với độ phân giải HD có dung lượng từ 3 – 6GB, nên với 64 GB, bạn cũng có thể thoải mái lưu vài bộ phim về xem dần mà không ảnh hưởng gì đến các ứng dụng khác của máy. Ngoài ra, nếu người dùng có nhu cầu lưu trữ lớn thì có thể tham khảo đến phiên bản iPhone 8 256GBTính năng đặc biệt Portrait Lighting giúp những bức ảnh chân dung của bạn trông rất chuyên nghiệp, giống như chụp ảnh tại studio với những chiếc máy ảnh kỹ thuật số và hệ thống ánh sáng đắt tiền.iPhone 8 64Gb chính hãng có camera 12MP với cảm biến lớn hơn kèm chống rung quang học giúp khả năng xử lý hình ảnh tốt hơn dưới điều kiện ánh sáng yếu, lấy nét nhanh hơn và chính xác hơn. Ngoài ra iPhone 8 còn quay video chất lượng cao 4K/60fps và 1080p/240fpsĐây là lần đầu tiên mà Apple tích hợp tính năng sạc không dây cho iPhone, và tuyệt vời hơn khi Apple sử dụng chuẩn Qi rất phổ biến. Mặc dù công nghệ này rất phổ biến, nhưng với người dùng iPhone thì nó tuyệt vời như lần đầu tiên bạn dùng sạc nam châm MagSafe trên MacBook.iPhone 8 64Gb chính hãng sử dụng viên pin có dung lượng 1.821 mAh, thấp hơn so với mức 1.960 mAh của iPhone 7. Tuy nhiên với con chip A11 Bionic 6 nhân cải tiến đã giúp thời lượng sử dụng pin vẫn tương đương với người tiền nhiệm.iPhone 8 64GB Chính hãng được sở hữu chuẩn kháng nước và bụi bẩn chuẩn IP67, giúp bảo vệ an toàn thiết bị trong điều kiện xấu nhất. Với chuẩn này thì máy có khả năng được bảo vệ an toàn khi rơi xuống nước khoảng 1m trong khoảng thời gian 30 phút.Lấy ví dụ, nếu bạn lỡ đánh rơi máy vào nước trong khi sử dụng, sẽ hoàn toàn không có bất cứ chuyện gì nghiêm trọng xảy ra đối với iPhone 8. Bạn đi đường gặp phải mưa cũng thế, chuẩn IP67 bảo vệ điện thoại bạn 100% không bị hư hỏng trong trường hợp này.Là một sản phẩm Flagship từ Apple, có thiết kế đơn giản nhưng các chi tiết được gia công một cách tỉ mỉ, những cải tiến vượt trội trên iPhone 8 giúp nó giữ vị trí hàng đầu trong các smartphone hiện nay. Hiện iPhone 8 64Gb chính hãng VN/A đã có mặt tại CellphoneS với mức giá cực kỳ ưu đãi trên thị trường. Các sản phẩm được bán ra tại CellphoneS là hàng chính hãng, chất lượng cao với những ưu đãi, giá bán tốt nhất. Bên cạnh đó là đội ngũ nhân viên luôn sẵn sàng phục vụ quý khách hàng. Đặc biệt, tại CellphoneS, iPhone 8 64Gb chính hãng đang sở hữu mức giá tốt được bảo hành chính hãng 12 tháng và có dịch vụ giao hàng, thanh toán tận nơi miễn phí cho người dùng ở xa khi mua hàng."
https://cellphones.com.vn/nokia-24.html,Nokia 2.4,0 ,Home/ Điện thoại,,,"Mua điện thoại Nokia 2.4 chính hãng, giá tốt, đổi mới 30 ngày, trả góp 0%, bảo hành 12 tháng. Nokia 2.4 cấu hình mạnh với Helio P22, 3 camera sau.",,"Là một trong những sản phẩm nổi bật trong phân khúc tầm trung so với các sản phẩm khác. Nokia 2.4 mang đến 1 cách nhìn hoàn toàn mới cho người dùng cả về ngoại hình lẫn chất lượng bên trong. Với phân khúc tầm trung giá rẻ chiếc Nokia 2.4 sẽ mang lại nhiều tiện ích và chất lượng sử dụng cao cấp dành cho bạn. Hãy cùng CellphoneS tìm hiểu xem chiếc điện thoại Nokia 2.4 này đang sở hữu những gì bên trong nhé!So với các phiên bản Nokia thế hệ trước chiếc Nokia 2.4 đã được cải thiện đáng kể về vẻ bề ngoài của thiết bị. Cụ thể với thiết kế 3D kết cấu nano các đường nét và góc cạnh của điện thoại tạo nên một vẻ ngoài hoàn toàn mới và sang trọng khi nhìn từ bên ngoài vào. Với kích thước vừa vặn dễ cầm chỉ 165,85 mm x 76,3mm Nokia 2.4 mang đến một kích thước chuẩn dễ cầm nắm hay cho vào bên trong túi quần của người dùng mà không bị vướng.Không những vậy nhằm đem đến nhiều sự lựa chọn cho khách hàng hãng đã trang bị cho chiếc Nokia 2.4 này rất nhiều màu sắc như màu xanh lục lam, màu cát và màu than. Người dùng có thể dễ dàng lựa chọn màu sắc trên chiếc Nokia 2.4 để phù hợp với sở thích và cá tính của mình khi sử dụng. Không bị giới hạn lựa chọn màu sắc khi chọn mua Nokia 2.4.Nhằm tạo nên sự nổi bật và dễ nhìn trên màn hình Nokia 2.4 hãng đã trang bị cho chiếc điện thoại này màn hình giọt nước có kích thước lên đến 6.5 inch. Chất lượng độ phân giải của chiếc màn hình này cũng nằm ở mức HD+ cho mọi hình ảnh hiển thị sắc nét đến từng chi tiết. Tỷ lệ màn hình giữ ở khung 19:9 mang đến một cái nhìn hoàn toàn mới và cân đối trên Nokia 2.4.Cấu hình trên chiếc điện thoại Nokia 2.4 được hãng tối ưu nhất hiệu suất mang đến một tốc độ xử lý mượt mà và ổn định. Cụ thể máy được trang bị chip CPU Octa-Core MediaTek Helio P22 với tốc độ xử lý nhanh kèm bộ nhớ ram lên đến 2Gb cho khả năng đa nhiệm tốt. Ngoài ra máy cũng sử dụng hệ điều hành Android 10 được tối ưu nhiều chức năng và hỗ trợ nhiều chế độ sử dụng trên Nokia 2.4.Là một chiếc điện thoại tầm trung nhưng Nokia 2.4 được hãng trang bị bộ nhớ lên đến 32Gb. Người dùng có thể thoải mái lưu trữ dữ liệu của mình như hình ảnh, video hay cài nhiều tựa game yêu thích mà không lo bị đầy dung lượng. Phù hợp với nhiều nhu cầu sử dụng lưu trữ dữ liệu trên điện thoại khi hỗ trợ thẻ nhớ lên đến 512Gb.Đặc biệt chiếc Nokia 2.4 đã được hãng trang bị nhiều chuẩn kết nối nổi bật như: WiFi 802.11 b/g/n, Bluetooth 5.0 giúp tốc độ kết nối và truyền tải dữ liệu cực kỳ nhanh chóng. Ngoài ra máy cũng hỗ trợ trang bị lên đến 2 sim kết nối cùng lúc. Mở rộng khả năng kết nối của Nokia 2.4 mà không cần dùng đến 2 chiếc điện thoại. Mang đến sự nổi bật riêng trong kết nối và giúp chiếc Nokia 2.4 trở nên hiện đại và tiện dụng hơn.Nokia 2.4 được hãng trang bị bộ đôi camera độ phân giải cao lần lượt camera chính 13 MP, camera chiều sâu 2 MP cho mọi hình ảnh chụp lại sắc nét và chân thực lưu lại những khoảnh khắc cực kỳ chất lượng. Ngoài ra camera trước cũng có độ phân giải lên đến 8MP hỗ trợ nhiều chế độ chụp ảnh hiện đại được bố trí giọt nước trên màn hình đầy tinh tế. Bạn có thể sử dụng thoải mái chiếc Nokia 2.4 để chụp hình, quay phim và sử dụng các ứng dụng video call một cách dễ dàng và sắc nét.Đặc biệt chiếc Nokia 2.4 cũng được trang bị viên pin có dung lượng lớn lên đến 4500mAh. Cho khả năng sử dụng cả một ngày dài mà không lo hết pin Máy cũng được trang bị nhiều chế độ tiết kiệm pin, tối ưu tăng cao đáng kể thời gian sử dụng. Thời gian sạc đầy máy chỉ vỏn vẹn chưa đến 90 phút là đã đầy pin đưa chiếc Nokia 2.4 hoạt động ổn định trở lại bình thường. Máy cũng được trang bị cổng sạc Micro USB cho khả năng kết nối truyền tải ổn định.Với cấu hình cực kỳ ổn định mượt mà kèm màn hình kích thước lớn và hỗ trợ lên đến 3 camera sau sắc nét. Nokia 2.4 sẽ là một sự lựa chọn phù hợp trong phân khúc tầm trung mà bạn nên cân nhắc khi lựa chọn. Đến ngay CellphoneS gần nhất tại Hà Nội và Hồ Chí Minh để trải nghiệm và mua ngay Nokia 2.4 với giá rẻ nhất thị trường kèm nhiều ưu đãi cực kỳ hấp dẫn nhé!"
https://cellphones.com.vn/phu-kien/camera/an-ninh.html,,,Home/ Phụ kiện/ Camera,,,"Mua camera an ninh chính hãng, giá rẻ, bảo hành 12 tháng, trảo góp 0%. Camera an ninh mini có thể gắn linh hoạt ngoài trời, trong nhà, bảo vệ tốt sự an toàn của gia đình bạn một cách tốt nhất.",,
